job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Data Scientist,"Manager, Data Science","Johannesburg, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/19/2023,0,0,South Africa,year,44100,,Standard Bank Group,"['sas', 'sas', 'r', 'spss', 'power bi', 'tableau']"
Data Analyst,Principal Data Analyst,"Carson, CA",via My Champlain Valley Jobs,Full-time,0,"California, United States",2/2/2023,1,1,United States,year,130000,,dermalogica llc,"['sql', 'go', 'sql server', 'alteryx', 'power bi', 'flow']"
Data Scientist,Data Scientist. Job in United States My Valley Jobs Today,United States,via My Valley Jobs Today,Part-time,0,"Illinois, United States",2/9/2023,0,0,United States,year,97000,,LEIDOS,"['python', 'tensorflow', 'pytorch', 'pandas', 'scikit-learn']"
Machine Learning Engineer,Machine Learning Engineer,"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/2/2023,0,0,United Kingdom,year,166000,,Checkout.com,"['python', 'sql', 'shell', 'aws', 'spark', 'airflow', 'unix', 'docker']"
Data Engineer,Azure Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,0,Canada,2/22/2023,0,0,Canada,year,175000,,Cognizant,"['python', 'sql', 'no-sql', 'azure', 'databricks']"
Data Analyst,Data Analyst,"Atlanta, GA",via Ladders,Full-time,0,Georgia,2/9/2023,1,1,United States,year,90000,,Koch Industries,"['r', 'python', 'tableau', 'qlik']"
Business Analyst,"BI Analyst/ Senior Analyst (SOAP) (Bangkok-based role, Relocation...","Bangkok, Thailand",via Ai-Jobs.net,Full-time,0,Thailand,2/6/2023,0,0,Thailand,year,63000,,Agoda,"['sql', 'python', 'r', 'java', 'sql server', 'pandas', 'tableau', 'power bi']"
Data Engineer,Data Engineer to  build an index in OpenAi using GPTIndex  ...,Anywhere,via Upwork,Contractor,1,"Illinois, United States",2/25/2023,0,0,United States,hour,,75,Upwork,
Data Scientist,(USA) Data Scientist - Marketplace Strategy and Analytics (Remote),Anywhere,via Indeed,Full-time,1,Sudan,2/2/2023,0,1,Sudan,year,133000,,Walmart,"['sql', 'python', 'scala', 'r', 'bigquery', 'databricks', 'pandas', 'numpy', 'scikit-learn', 'spark', 'tensorflow', 'tableau', 'looker', 'power bi']"
Data Engineer,"Cloud Data Engineer (Atlanta, GA)","Atlanta, GA",via Built In,Full-time,0,"California, United States",2/24/2023,0,1,United States,year,161952,,Elevance Health,"['python', 'sql', 'scala', 'java', 'sql server', 'aws', 'snowflake', 'pyspark', 'kafka', 'spark', 'unix', 'flow']"
Data Analyst,Inspection & Data Support Analyst,"Orlando, FL",via ZipRecruiter,Contractor,0,"Florida, United States",2/3/2023,1,0,United States,hour,,23,"Ronin Staffing, LLC","['excel', 'word']"
Data Scientist,REMOTE Research Data Scientist,Anywhere,via LinkedIn,Contractor,1,Sudan,2/15/2023,0,0,Sudan,hour,,77.5,Insight Global,"['python', 'r', 'matlab']"
Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,1,"Texas, United States",2/28/2023,0,1,United States,year,145000,,SourceFly,"['r', 'python', 'javascript', 'visual basic', 'vba', 'shell', 'powershell', 'sql', 'sas', 'sas', 'aws', 'pandas', 'numpy', 'matplotlib', 'plotly', 'jupyter', 'hadoop', 'spark', 'kafka', 'tableau', 'power bi', 'git', 'docker', 'jira', 'confluence']"
Data Engineer,"Data Engineer, Experimentation & Evaluation-TikTok Data Platform","Mountain View, CA",via LinkedIn,Full-time,0,"Florida, United States",2/1/2023,0,1,United States,year,215352,,TikTok,"['sql', 'spark', 'kafka']"
Data Analyst,Data Analyst,"Fountain Valley, CA",via Ladders,Full-time,0,"California, United States",2/6/2023,1,0,United States,year,115000,,Volt Technical Resources,"['excel', 'powerpoint']"
Senior Data Engineer,Senior Data Engineer - Boston,"Boston, MA",via Indeed,Full-time,0,"Florida, United States",2/6/2023,1,1,United States,year,140500,,Quantexa,"['scala', 'java', 'python', 'elasticsearch', 'gcp', 'spark', 'hadoop']"
Data Analyst,23-00059 BI Data Analysts + Media experience - Hybrid in NY or L.A.,California,via LinkedIn,Contractor,0,"California, United States",2/28/2023,1,0,United States,hour,,67.5,"iSpace, Inc.","['go', 'sql', 'aws', 'snowflake', 'tableau', 'looker', 'word']"
Data Analyst,Data Analyst,"Fairfax, VA",via Ladders,Full-time,0,"New York, United States",2/23/2023,0,0,United States,year,225000,,GovCIO,
Data Scientist,Privacy Analyst,Puerto Rico,via ZipRecruiter,Full-time,0,Puerto Rico,2/23/2023,0,0,Puerto Rico,year,82830,,US Department of the Treasury,
Data Engineer,"Manager, Data Engineering","Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/19/2023,0,0,India,year,147500,,Visa,"['python', 'sql', 'java', 'sql server', 'hadoop', 'spark', 'kafka', 'ssis', 'power bi', 'tableau', 'microstrategy']"
Data Scientist,"Principal Data Scientist, Knowledge Graphs","New York, NY",via LinkedIn,Full-time,0,"New York, United States",2/21/2023,0,0,United States,year,237500,,Intelletec,"['python', 'sql', 'go', 'neo4j', 'snowflake', 'databricks', 'hadoop', 'spark', 'kafka', 'tableau', 'power bi']"
Senior Data Engineer,Senior Data Warehouse Engineer,"Sunnyvale, CA",via LinkedIn,Full-time,0,"New York, United States",2/10/2023,0,1,United States,year,165000,,Storm2,"['java', 'sql', 'mongodb', 'mongodb', 'aws', 'redshift', 'aurora', 'node']"
Data Analyst,"Senior Analyst , Product Revenue (Data Analyst / Analytics)","Gurugram, Haryana, India",via Ai-Jobs.net,Full-time,0,India,2/24/2023,0,0,India,year,111175,,Zscaler,"['snowflake', 'tableau', 'excel']"
Data Scientist,Data Scientist - Senior Level,"Reston, VA",via Indeed,Full-time,0,Georgia,2/12/2023,0,0,United States,year,145000,,Peraton,"['c#', 'c++', 'python', 'hadoop', 'pandas', 'jupyter', 'windows', 'excel']"
Data Scientist,"Senior Data Scientist, Autonomy Software, and Operations","Mountain View, CA",via Ladders,Full-time,0,"California, United States",2/22/2023,0,1,United States,year,200000,,Nuro,"['sql', 'python', 'r']"
Senior Data Analyst,Senior Data Analyst,Anywhere,via Indeed,Full-time,1,"New York, United States",2/7/2023,0,1,United States,year,135000,,Rx.Health,"['python', 'sql', 'mongodb', 'mongodb', 'azure', 'tableau', 'power bi']"
Senior Data Engineer,Senior Data Engineer - 100% Remote,"British Columbia, Canada",via DirectlyApply,Full-time,0,Canada,2/20/2023,0,0,Canada,year,122000,,HealthFirst,"['sql', 'java', 'python', 'aws', 'redshift', 'snowflake', 'linux', 'jenkins']"
Data Scientist,"Consultant, Data Science (Full-time)",United States,via LinkedIn,Full-time,0,Sudan,2/1/2023,0,0,Sudan,year,135000,,UScellular Business,"['sas', 'sas', 'r', 'sql', 'flow']"
Data Engineer,Sr. Test Data Management Engineer,Anywhere,via LinkedIn,Full-time,1,Canada,2/2/2023,0,0,Canada,year,80000,,Tech Mahindra,"['nosql', 'express']"
Senior Data Analyst,Senior Data Analyst Population Health,"El Segundo, CA",via Ladders,Full-time,0,"California, United States",2/26/2023,0,1,United States,year,115000,,UnitedHealth Group,"['sql', 'python', 'excel', 'tableau', 'powerpoint']"
Data Engineer,AWS Data Engineer - Advisor,"Reston, VA",via Ladders,Full-time,0,"Florida, United States",2/22/2023,0,1,United States,year,150000,,Fannie Mae,"['python', 'sql', 'shell', 'aws', 'redshift', 'tableau']"
Data Scientist,Data Scientist - Innovation,Anywhere,via LinkedIn,Full-time,1,Georgia,2/27/2023,0,1,United States,year,150000,,KTeam,"['r', 'python', 'sql', 'scala', 'java', 'c++', 'matplotlib', 'tableau']"
Data Scientist,Data Scientist,,via LinkedIn,Full-time,0,"New York, United States",2/17/2023,0,1,United States,year,140000,,Harnham,"['sql', 'python', 'r']"
Data Scientist,Data Scientist,"Boulder, CO",via Ladders,Full-time,0,Sudan,2/21/2023,0,0,Sudan,year,115000,,Goldstone Partners,"['sql', 'python', 'r']"
Data Scientist,Data Scientist / Research Software Engineer (6104U) - 46408,"Berkeley, CA",via Adzuna,Full-time,0,"California, United States",2/13/2023,0,0,United States,year,113000,,University of California,
Data Engineer,BigData DevOps Engineer,"Hyderabad, Telangana, India",via Ai-Jobs.net,Full-time,0,India,2/28/2023,0,0,India,year,79200,,Experian,"['shell', 'aws', 'azure', 'vmware', 'hadoop', 'spark', 'kafka', 'linux', 'redhat', 'yarn', 'ansible', 'puppet', 'chef', 'terraform']"
Machine Learning Engineer,AI Architect,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/27/2023,0,0,India,year,79200,,Bosch Group,"['python', 'nosql', 'airflow', 'pytorch', 'tensorflow', 'keras', 'spark', 'docker', 'git']"
Data Analyst,Data Analyst - Looker,Anywhere,via LinkedIn,Full-time,1,"Texas, United States",2/23/2023,1,1,United States,year,95000,,Hays,"['sql', 'mongodb', 'mongodb', 'postgresql', 'looker']"
Data Engineer,Data Engineer,United States,via LinkedIn,Full-time,0,"Florida, United States",2/13/2023,0,0,United States,year,125000,,Addison Group,"['t-sql', 'c#', 'r', 'python', 'sql', 'nosql', 'sql server', 'visio', 'ssrs', 'power bi', 'flow']"
Senior Data Engineer,Senior DevOps Engineer - Big Data Analytics & Cloud infrastructure,"Dublin, Ireland",via Ai-Jobs.net,Full-time,0,Ireland,2/18/2023,0,0,Ireland,year,89100,,ServiceNow,"['python', 'shell', 'java', 'azure', 'hadoop', 'spark', 'centos', 'ansible', 'terraform', 'puppet', 'yarn']"
Senior Data Analyst,Data Engineer Senior Analyst,"Los Angeles, CA",via Ladders,Full-time,0,"California, United States",2/9/2023,0,0,United States,year,115000,,Deloitte,"['python', 'sql', 'hadoop', 'kafka', 'spark']"
Data Analyst,"Data Strategy Manager (CRM & Loyalty, Consumer Experience, eCommerce)",Vietnam,via Ai-Jobs.net,Full-time,0,Vietnam,2/9/2023,0,0,Vietnam,year,72000,,Publicis Groupe,
Data Engineer,Data Engineer,"New York, NY",via Adzuna,Full-time,0,Sudan,2/11/2023,0,0,Sudan,year,119475,,American Century Investments,"['sql', 'python', 'aws', 'tableau']"
Data Analyst,Data Analyst-Remote,Anywhere,via Indeed,Full-time,1,"New York, United States",2/14/2023,1,1,United States,hour,,23,Coronis Health,['excel']
Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,1,Sudan,2/22/2023,0,1,Sudan,year,123983.5,,Northrop Grumman Federal Credit Union (NGFCU),"['python', 'sql', 'azure', 'aws', 'tableau']"
Data Scientist,Lead Data Scientist,"Burnsville, NC",via LinkedIn,Full-time,0,"Florida, United States",2/3/2023,0,0,United States,year,167500,,Lawrence Harvey,
Data Scientist,Product Engineer - Data Science,Anywhere,via Upwork,Contractor,1,"Illinois, United States",2/13/2023,0,0,United States,hour,,23,Upwork,"['python', 'go', 'tensorflow', 'pytorch', 'opencv', 'linux', 'flow']"
Data Scientist,Fan Data Science and Data Product Lead,"New York, NY",via Rebound,Full-time,0,"New York, United States",2/13/2023,0,0,United States,year,177500,,National Basketball Association (NBA),"['python', 'r', 'azure', 'databricks', 'snowflake']"
Senior Data Analyst,AVP Senior Data Analyst,"Denton, TX",via JobServe,Full-time,0,"Texas, United States",2/6/2023,0,0,United States,year,112025,,Citi,"['sql', 'python', 'r', 'excel', 'cognos', 'tableau', 'power bi', 'jira']"
Data Scientist,"Director, Data Science","Los Angeles, CA",via My ArkLaMiss Jobs,Full-time,0,"California, United States",2/25/2023,0,1,United States,year,272500,,Circle,"['python', 'sql']"
Data Analyst,Business Data Analyst,Anywhere,via LinkedIn,Contractor,1,"California, United States",2/27/2023,1,0,United States,hour,,62.5,Russell Tobin,"['sql', 'python', 'vba', 'aws', 'hadoop', 'tableau', 'github']"
Data Analyst,"Lead Data Analyst (Charlotte, NC)","Charlotte, NC",via Built In,Full-time,0,Georgia,2/20/2023,0,1,United States,year,131900,,TIAA,"['sql', 'snowflake', 'aws', 'tableau', 'alteryx']"
Data Analyst,Business Data Analyst,"Elk Grove Village, IL",via ZipRecruiter,Full-time,0,"Illinois, United States",2/22/2023,1,0,United States,year,77500,,"LUMISOURCE, LLC","['c', 'sql', 'excel', 'tableau', 'power bi']"
Data Scientist,Logistics Data Intelligence Specialist / Citizen Data Scientist (m/f),"Braga, Portugal",via Ai-Jobs.net,Full-time,0,Portugal,2/27/2023,0,0,Portugal,year,69962.5,,Bosch Group,"['python', 'sql', 'oracle', 'spark', 'pandas', 'jupyter', 'power bi']"
Senior Data Scientist,Senior Data Scientist,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/9/2023,0,0,India,year,157500,,Truecaller,"['sql', 'python', 'scala', 'gcp', 'jupyter', 'excel']"
Senior Data Analyst,Sr. Data Management Analyst,"Charlotte, NC",via LinkedIn,Contractor,0,Georgia,2/14/2023,1,0,United States,hour,,52.5,Insight Global,"['sql', 'power bi', 'excel', 'jira']"
Data Scientist,Sr Data Scientist,"San Mateo, CA",via Ladders,Full-time,0,"California, United States",2/28/2023,0,0,United States,year,200000,,Fanatics,
Data Scientist,Lead Data Scientist,"San Francisco, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/28/2023,0,0,United States,year,98719,,Pendulum,"['r', 'python']"
Data Scientist,Vesalius : Head of Data Science,"Cambridge, MA",via Ai-Jobs.net,Full-time,0,"New York, United States",2/14/2023,0,1,United States,year,166419.5,,"Flagship Pioneering, Inc.",
Data Scientist,Data Scientist I,"San Diego, CA",via Navy Federal Credit Union - Talentify,Full-time,0,"California, United States",2/11/2023,0,0,United States,year,124400,,Navy Federal Credit Union,"['python', 'r', 'scala', 'sql', 'azure', 'databricks', 'aws', 'spark', 'matplotlib', 'ggplot2', 'hadoop', 'word', 'power bi', 'tableau', 'spreadsheet', 'excel', 'powerpoint']"
Data Scientist,Data Scientist II (Model Risk Management),"Vienna, VA",via My Valley Jobs Today,Full-time,0,Georgia,2/12/2023,0,0,United States,year,154000,,Navy Federal Credit Union,"['r', 'python', 'matplotlib', 'ggplot2', 'spark', 'word', 'power bi', 'tableau']"
Data Analyst,Data Reporting Analyst,"Daytona Beach, FL",via LinkedIn,Contractor,0,Georgia,2/22/2023,1,0,United States,hour,,29.89999962,Robert Half,"['go', 'flow']"
Data Scientist,Data Scientist,"Johannesburg, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/11/2023,0,0,South Africa,year,157500,,Standard Bank Group,"['sas', 'sas', 'r', 'python', 'sql']"
Data Engineer,Staff Data Engineer (Data Platform),"Seoul, South Korea",via Ai-Jobs.net,Full-time,0,South Korea,2/27/2023,0,0,South Korea,year,147500,,Coupang,"['sql', 'nosql', 'java', 'scala', 'python', 'aws', 'azure', 'gcp', 'spark', 'kafka']"
Data Scientist,Content Manager with ML/Data Science Experience,Anywhere,via AngelList,Contractor,1,United Kingdom,2/27/2023,0,0,United Kingdom,year,60000,,Neurons Lab,['aws']
Data Analyst,Data Analyst (Program Evaluation Specialist),"New Brunswick, NJ",via Indeed,Full-time,0,"New York, United States",2/2/2023,0,1,United States,year,81682,,Rutgers University,"['go', 'sql', 'r', 'sas', 'sas', 'word', 'excel', 'outlook', 'powerpoint']"
Business Analyst,Business Intelligence Analyst,Anywhere,via Robert Half,Contractor,1,Georgia,2/10/2023,1,0,United States,hour,,55.52500153,Robert Half,"['sql', 'power bi', 'dax']"
Data Scientist,Applied Data Scientist - Supply Chain Optimization (Math/Stats and...,"Minneapolis, MN",via Jobs Market,Full-time,0,"Illinois, United States",2/28/2023,0,1,United States,year,70700,,Target,"['java', 'scala', 'python', 'r', 'kotlin', 'sql', 'spark']"
Data Scientist,Data Scientist,United States,via LinkedIn,Full-time,0,Sudan,2/16/2023,0,1,Sudan,year,90132,,U.S. Department of Labor,"['r', 'python', 'sas', 'sas']"
Data Analyst,Corporate Data Analyst Degree Apprentice - 36 Months + EPA,"Darlington, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/6/2023,0,0,United Kingdom,year,51014,,Amazon.com,"['c', 'excel', 'tableau', 'outlook']"
Data Analyst,Data Reporting Analyst I,"Greenville, SC",via LinkedIn,Full-time,0,Georgia,2/20/2023,0,0,United States,year,50000,,SolomonEdwards,
Data Engineer,BI Data Engineer,"Haddonfield, NJ",via ZipRecruiter,Full-time,0,"Texas, United States",2/24/2023,0,0,United States,year,135000,,TEC - Niche,"['sql', 'mongodb', 'mongodb', 'css', 'postgresql', 'aws', 'azure', 'power bi']"
Data Engineer,Junior Data Engineer,"New York, NY",via LinkedIn,Full-time,0,Georgia,2/23/2023,0,1,United States,year,100000,,TickPick,"['python', 'sql', 'snowflake', 'azure', 'aws', 'gcp', 'spark', 'pandas', 'pyspark', 'airflow', 'kafka', 'selenium', 'looker', 'tableau']"
Data Analyst,Data Analyst with Data Analytics exp,New Jersey,via Dice,Contractor,0,"New York, United States",2/8/2023,1,0,United States,hour,,72.5,Net2Source Inc.,"['snowflake', 'aws']"
Data Scientist,"Full Time : Risk Data Scientist : Columbus, OH (Onsite)","Columbus, OH",via Indeed,Full-time,0,Georgia,2/20/2023,0,0,United States,year,197500,,FiSec Global Inc,"['r', 'python', 'sql', 'aws', 'redshift']"
Data Engineer,Staff Data Engineer – Analytics,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/19/2023,0,0,India,year,147500,,Visa,"['sql', 'sql server', 'azure', 'power bi', 'tableau', 'qlik', 'dax', 'jenkins']"
Senior Data Analyst,Senior Data Analyst,Anywhere,via City National Bank - Talentify,Full-time,1,"California, United States",2/15/2023,0,0,United States,year,124497,,City National Bank,['flow']
Data Scientist,Data Developer (Hybrid),"Toronto, ON, Canada",via Ladders,Full-time,0,Canada,2/9/2023,0,0,Canada,year,90000,,Jones Lang LaSalle Incorporated,"['python', 'sql', 'sql server', 'azure', 'aws', 'kafka', 'spark', 'flow']"
Senior Data Engineer,Senior Principal Data Engineer,"Redondo Beach, CA",via Ladders,Full-time,0,"Florida, United States",2/17/2023,0,1,United States,year,150000,,Northrop Grumman,"['tableau', 'visio']"
Data Engineer,Data Engineer for Machine Learning in Computer Vision (Robotics),"Warsaw, Poland",via Ai-Jobs.net,Full-time,0,Poland,2/9/2023,0,0,Poland,year,147500,,Bosch Group,['pytorch']
Data Engineer,Data Engineer,Anywhere,via ZipRecruiter,Contractor,1,Sudan,2/8/2023,0,0,Sudan,hour,,38.29000092,A-Line Staffing Solutions,"['sas', 'sas', 'sql', 'python', 'azure', 'ms access', 'visio', 'excel', 'powerpoint', 'word', 'spss', 'jira', 'asana']"
Data Analyst,Data Security Analyst Oracle/SQL/Data Analytics - Onsite in...,Anywhere,via Dice,Contractor,1,"California, United States",2/13/2023,1,1,United States,hour,,65,Zeektek,"['sql', 'power bi', 'flow', 'zoom']"
Data Engineer,Lead Data Engineer,"Toronto, ON, Canada",via Ladders,Full-time,0,Canada,2/22/2023,1,0,Canada,year,90000,,RBC,"['sql', 'nosql', 'powershell', 'python', 'sql server', 'elasticsearch', 'react', 'windows', 'power bi', 'dax']"
Senior Data Scientist,Senior Data Scientist,"North Chicago, IL",via ZipRecruiter,Contractor,0,"Illinois, United States",2/8/2023,0,0,United States,hour,,72,Cynet Systems,
Data Analyst,Data Analyst (Power BI & D365),"Paramus, NJ",via Robert Half,Full-time,0,"New York, United States",2/10/2023,1,0,United States,year,95000,,Robert Half,"['azure', 'excel', 'power bi']"
Data Engineer,Data Engineer II IS,"Renton, WA",via Indeed,Full-time,0,"California, United States",2/18/2023,0,1,United States,hour,,61.30500031,Providence,"['nosql', 'java', 'scala', 'c#', 'python', 'shell', 'sql', 'hadoop', 'spark', 'linux']"
Data Scientist,Data Scientist,"Oslo, Norway",via Ai-Jobs.net,Full-time,0,Norway,2/1/2023,0,0,Norway,year,69962.5,,Statkraft,['python']
Data Scientist,Data Scientist,"Pittsburgh, PA",via Ai-Jobs.net,Full-time,0,"New York, United States",2/1/2023,0,0,United States,year,88128,,Govini,"['spark', 'git']"
Data Scientist,"Intern, Data Science","Sunnyvale, CA",via ZipRecruiter,Full-time,0,"California, United States",2/17/2023,0,0,United States,hour,,49,Blue River Technology,"['python', 'sql', 'aws', 'github', 'docker', 'jenkins']"
Data Analyst,Business Data Analyst,"Jacksonville, FL",via Dice,Full-time,0,Georgia,2/23/2023,1,0,United States,year,70000,,"Acadia Technologies, Inc.",
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,1,"Florida, United States",2/8/2023,1,0,United States,hour,,45,Insight Global,"['sql', 'r', 'python', 'bigquery', 'airflow', 'tableau', 'looker']"
Data Analyst,Data Analyst,"Lisle, IL",via LinkedIn,Contractor,0,"Illinois, United States",2/25/2023,0,1,United States,hour,,27,Akkodis,"['express', 'sharepoint', 'word', 'excel', 'powerpoint', 'flow']"
Data Engineer,Data Processing Engineer,"San Jose, CA",via LinkedIn,Contractor,0,"Florida, United States",2/23/2023,0,0,United States,hour,,77.5,LeadStack Inc.,"['python', 'c', 'c++', 'java', 'javascript', 'php', 'matlab', 'jira']"
Data Scientist,Data Scientist - Remote,"Los Angeles, CA",via Ladders,Full-time,0,"California, United States",2/13/2023,0,0,United States,year,150000,,City of Hope,"['go', 'sql', 'python', 'r', 'java', 'pandas', 'scikit-learn', 'seaborn', 'tensorflow', 'dplyr', 'ggplot2']"
Senior Data Engineer,Senior Data Engineer - Streaming,"London, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/15/2023,0,0,United Kingdom,year,147500,,Checkout.com,"['sql', 'python', 'java', 'scala', 'aws', 'kafka', 'docker', 'terraform']"
Data Analyst,Data Analyst III,"Columbia, SC",via ZipRecruiter,Full-time,0,Georgia,2/24/2023,0,1,United States,hour,,34.87999725,Direct Source,"['sql', 'visual basic', 'sas', 'sas', 'db2']"
Data Analyst,"Data QA Analyst (699934) // US or GC // Hybrid Trenton, NJ // 1099, W2","Trenton, NJ",via LinkedIn,Full-time,0,"New York, United States",2/3/2023,0,0,United States,hour,,56,Dantech Corporation Inc.,"['sql', 'javascript', 'sas', 'sas', 'excel', 'spss', 'jira']"
Data Engineer,"Kids Content Tagger Netflix, Jobs For Netflix ( Data Engineer 5 –...",Anywhere,via TrabJobs,Full-time,1,Canada,2/9/2023,0,0,Canada,hour,,26,Netflix,['kafka']
Senior Data Scientist,Senior Data Scientist,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/27/2023,0,1,United States,year,115000,,Chubb,"['python', 'r', 'flask', 'docker']"
Data Engineer,Data Engineer - Team Lead,Anywhere,via LinkedIn,Full-time,1,"Florida, United States",2/14/2023,0,1,United States,year,140000,,Get Well,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'postgresql', 'aws', 'gcp', 'azure', 'redshift', 'kafka', 'tableau', 'terraform', 'flow', 'docker', 'kubernetes', 'unify']"
Data Scientist,Founding Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Texas, United States",2/28/2023,0,0,United States,year,167500,,Intelletec,"['python', 'sql', 'aws']"
Business Analyst,BI Analyst,"Tartu, Estonia",via Ai-Jobs.net,Full-time,0,Estonia,2/9/2023,0,0,Estonia,year,63000,,Proekspert,"['sql', 'python', 'r', 'aws', 'azure', 'power bi', 'tableau']"
Data Scientist,Sports Betting Data Scientist,Anywhere,via Upwork,Contractor,1,"Texas, United States",2/5/2023,1,0,United States,hour,,57.5,Upwork,
Data Analyst,SY Data Analyst II,"Santa Fe, NM",via IT JobServe,Full-time,0,Sudan,2/2/2023,0,0,Sudan,year,53967,,Santa Fe Public Schools,"['sql', 'javascript', 'sas', 'sas', 'excel', 'spss', 'terminal']"
Data Engineer,Data Engineer,"Arlington, VA",via Dice,Full-time,0,Georgia,2/7/2023,1,1,United States,year,135000,,Jobot,"['python', 'java', 'ruby', 'ruby', 'node']"
Data Scientist,Data Scientist Lead,"Plano, TX",via Ladders,Full-time,0,Sudan,2/3/2023,0,1,Sudan,year,90000,,Toyota,"['python', 'sql', 'r', 'sas', 'sas', 'scikit-learn', 'numpy', 'pandas', 'powerpoint']"
Data Scientist,Data Science Practitioner,"Springfield, VA",via Ai-Jobs.net,Full-time,0,Georgia,2/23/2023,0,0,United States,year,136500,,Novetta,"['python', 'c', 'tableau']"
Data Engineer,Azure Data Engineer,"Coral Gables, FL",via LinkedIn,Full-time,0,"New York, United States",2/13/2023,0,0,United States,year,120000,,HireLogic Search Group,"['python', 'sql', 'sql server', 'azure']"
Senior Data Scientist,"Senior Data Scientist, Commercial Operations (Remote)",Anywhere,via Built In,Full-time,1,Sudan,2/1/2023,0,1,Sudan,year,151000,,Cruise,"['sql', 'python', 'r', 'c++', 'looker', 'tableau']"
Data Scientist,Data Scientist - Deep Learning  - Contract to Hire,Anywhere,via Upwork,Contractor,1,"Texas, United States",2/21/2023,0,0,United States,hour,,27.5,Upwork,"['python', 'flow']"
Data Analyst,Clinical Data Analyst,"South San Francisco, CA",via Indeed,Full-time,0,"California, United States",2/21/2023,0,0,United States,hour,,40,Openmind Technologies,"['javascript', 'gcp', 'vue']"
Data Analyst,Risk Data Analyst,"Tel Aviv-Yafo, Israel",via Ai-Jobs.net,Full-time,0,Israel,2/7/2023,0,0,Israel,year,79200,,Bluevine,"['python', 'sql', 'tableau']"
Data Analyst,Data Analyst (Taiwanese),"Taguig, Metro Manila, Philippines",via Ai-Jobs.net,Full-time,0,Philippines,2/24/2023,0,0,Philippines,year,111175,,iOPEX,"['sql', 'snowflake', 'tableau', 'jira']"
Data Analyst,Marketing Data Analyst,"New York, NY",via Ladders,Full-time,0,"New York, United States",2/20/2023,1,1,United States,year,150000,,Square,"['sql', 'c', 'go', 'twilio']"
Data Scientist,Data Scientist,"Dublin, OH",via Ladders,Full-time,0,"Illinois, United States",2/22/2023,0,1,United States,year,115000,,Cardinal Health,"['python', 'spark', 'tensorflow', 'git']"
Data Engineer,Senior Data Engineer 100% Remote,Anywhere,via LinkedIn,Full-time,1,"California, United States",2/13/2023,0,0,United States,year,122500,,Sysco,"['python', 'sql', 'aws', 'unix']"
Data Analyst,Data QA Analyst,"Addison, TX",via ZipRecruiter,,0,"Texas, United States",2/10/2023,1,0,United States,hour,,30,Robert Half,['flow']
Data Engineer,Data Engineer,"Mississauga, ON, Canada",via Ladders,Full-time,0,Canada,2/14/2023,0,0,Canada,year,125000,,Zebra Technologies,"['java', 'sql', 'xamarin', 'windows']"
Data Analyst,Data Analyst,Anywhere,via LinkedIn,Full-time,1,Sudan,2/6/2023,0,0,Sudan,year,72500,,Insight Global,"['sql', 'excel']"
Data Scientist,Associate Director - Data Science Consulting (New Jersey),"Jersey City, NJ",via Ai-Jobs.net,Full-time,0,"New York, United States",2/27/2023,0,0,United States,year,80850,,Tiger Analytics,"['sql', 'python', 'r', 'aws', 'hadoop', 'tableau']"
Data Scientist,Data Science Intern,"Austin, TX",via Indeed,Full-time,0,"Texas, United States",2/18/2023,0,0,United States,hour,,20,Environmental Defense Fund,"['python', 'r', 'nltk']"
Data Engineer,Data Engineer,"Belfast, UK",via Ai-Jobs.net,Full-time,0,United Kingdom,2/27/2023,0,0,United Kingdom,year,147500,,Axiom,"['sql', 'python', 'aws', 'redshift', 'spark', 'tableau', 'gitlab', 'jira', 'confluence']"
Data Scientist,Data Scientist,"Washington, DC",via Indeed,Full-time,0,"New York, United States",2/23/2023,0,0,United States,year,85000,,Montage Marketing,"['r', 'python', 'sql', 'sql server', 'matplotlib', 'ggplot2', 'excel']"
